Customer ID,recency,frequency,monetary
13654,43,6,16.30921686746988
13655,114,2,16.66017857142857
13656,165,2,7.747959183673469
13657,11,2,23.88375
13658,10,5,24.43675925925926
13659,206,2,15.126923076923077
13662,86,3,16.938867924528303
13663,179,1,14.574615384615385
13666,60,3,7.054166666666667
13667,149,1,3.505977011494253
13668,3,21,13.539553191489363
13669,51,2,24.283333333333335
13670,75,1,13.988
13672,301,2,31.065
13673,19,2,6.106461538461539
13675,151,2,19.472800000000003
13678,152,1,14.5375
13680,1,4,19.089333333333332
13681,18,4,14.523333333333333
13682,187,1,19.833333333333332
13684,286,1,2.241
13685,3,7,79.98564102564103
13686,183,1,9.0
13689,63,1,151.66666666666666
13690,59,1,19.13888888888889
13692,25,3,28.081509433962264
13694,4,50,114.50637323943663
13695,31,15,27.823666666666668
13697,39,1,12.608333333333333
13699,155,1,22.041428571428575
13700,26,10,11.498071065989848
13703,318,1,99.5
13704,5,9,17.224328358208954
13705,8,3,25.423571428571428
13706,303,1,16.5395
13707,267,2,16.800208333333334
13708,271,1,5.821176470588235
13709,4,13,18.833482142857143
13710,32,1,22.56
13711,219,2,19.38923076923077
13712,247,1,22.884
13715,281,5,10.279428571428571
13716,269,1,6.584761904761905
13717,32,6,14.166764705882352
13718,246,2,25.545833333333334
13719,15,5,17.361333333333334
13720,117,4,18.60232558139535
13721,36,1,18.719285714285714
13722,132,3,27.945999999999998
13723,217,1,33.30833333333334
13725,50,8,19.043846153846154
13726,39,2,25.70619047619047
13727,29,2,16.674
13728,37,6,16.12920634920635
13730,136,2,17.50232558139535
13731,219,2,16.068157894736842
13732,28,1,14.904848484848486
13735,25,4,14.72061224489796
13736,5,2,3.831937172774869
13737,200,1,11.319999999999999
13739,18,1,72.3
13740,241,1,15.25
13741,72,3,19.65970588235294
13742,17,12,9.753956386292835
13743,3,7,32.72195121951219
13744,95,2,16.060555555555553
13745,162,1,12.001600000000002
13747,374,1,79.6
13748,96,5,33.86607142857143
13750,54,5,68.63583333333334
13751,288,1,32.916666666666664
13752,124,6,15.608947368421052
13753,288,1,21.178857142857144
13754,152,2,23.549999999999997
13755,4,9,6.319736842105263
13756,2,14,36.54591549295775
13758,12,7,27.26965811965812
13759,33,2,26.376400000000004
13760,54,2,5.03140350877193
13761,50,2,15.295000000000002
13762,219,1,43.81714285714286
13763,63,1,114.33066666666667
13764,71,3,7.3161538461538465
13767,2,37,46.79445652173913
13769,2,10,20.71488888888889
13771,64,4,22.138235294117646
13772,34,3,6.396214689265538
13774,82,1,15.681818181818182
13777,1,33,131.86375634517768
13778,103,1,19.855555555555554
13780,7,2,6.315964912280702
13781,251,1,7.5200000000000005
13782,13,6,7.930434782608696
13784,10,11,79.44483870967741
13786,367,1,32.91428571428571
13787,76,2,9.969032258064518
13790,4,1,7.751111111111111
13791,128,2,137.8181818181818
13792,66,2,15.042307692307693
13798,1,57,106.4580229226361
13799,117,2,17.663076923076922
13800,310,1,16.91878787878788
13801,67,1,14.121739130434783
13802,139,3,76.657
13803,255,1,16.298235294117646
13804,31,7,19.23934306569343
13805,52,2,71.12307692307692
13806,64,1,25.637999999999998
13807,367,1,16.085714285714285
13808,6,5,22.995526315789476
13809,305,1,12.920833333333334
13810,29,3,42.828857142857146
13811,184,3,62.65384615384615
13812,42,3,14.972222222222221
13813,40,4,19.809565217391306
13814,92,2,27.703859649122805
13815,22,4,22.882727272727273
13816,24,2,20.416785714285716
13817,29,2,15.957500000000001
13819,302,3,31.676388888888887
13821,145,2,6.536271186440678
13822,6,2,6.583333333333333
13823,19,2,23.941499999999998
13824,33,5,36.93347826086956
13826,176,1,18.95
13827,58,3,4.430645161290323
13828,22,1,13.966000000000001
13831,16,6,29.77013513513513
13832,19,1,17.4
13833,159,1,13.26896551724138
13835,25,4,15.174000000000001
13837,212,2,14.275789473684211
13838,6,4,3.975459770114943
13841,253,1,85.0
13842,59,9,16.43504854368932
13844,11,1,18.081
13845,65,1,34.775555555555556
13846,25,3,15.728363636363637
13848,92,3,251.0
13849,52,2,15.227227722772279
13850,129,1,17.155698924731183
13851,96,3,32.73407407407407
13853,57,1,47.39739130434783
13854,9,25,73.72290909090908
13856,169,3,27.75
13858,57,1,19.651818181818182
13859,326,1,7.184285714285714
13860,1,5,16.39342105263158
13862,18,8,15.894676258992806
13863,248,1,15.288999999999998
13865,58,4,16.718666666666667
13866,74,1,20.810000000000002
13867,31,3,16.644098360655736
13868,7,2,96.74363636363637
13869,123,4,10.11384364820847
13870,2,8,24.095130434782607
13871,23,13,19.057291666666668
13873,120,3,16.93913043478261
13874,358,1,30.025000000000002
13875,54,5,17.180673076923078
13876,64,1,17.52857142857143
13877,86,1,39.08
13878,55,1,35.598055555555554
13880,21,13,19.513757575757577
13881,4,20,96.40179775280899
13882,3,5,18.325076923076924
13883,11,5,18.834366197183098
13884,7,5,13.349152542372881
13885,189,2,18.1
13886,71,1,15.2225
13887,204,1,18.397368421052633
13888,120,2,15.14075
13889,93,1,27.793333333333337
13890,1,10,17.125545454545456
13892,27,4,23.443333333333335
13893,298,1,39.1
13894,24,3,20.911851851851853
13895,28,4,21.975169491525424
13897,50,1,18.303529411764707
13898,326,1,12.994166666666667
13899,16,2,20.448421052631577
13900,183,3,17.23139534883721
13901,72,5,19.242953020134227
13904,37,2,12.793846153846154
13908,80,4,19.42254098360656
13911,57,9,17.43858108108108
13914,12,2,18.983333333333334
13917,50,2,15.113333333333335
13918,50,2,40.428000000000004
13919,59,2,13.743214285714286
13922,352,1,24.607142857142858
13923,54,1,17.5565
13924,2,6,15.716666666666669
13925,93,4,16.54268292682927
13926,23,1,20.35
13927,75,1,16.61857142857143
13928,11,4,17.206296296296298
13929,169,2,93.62777777777778
13930,58,2,19.843529411764706
13931,96,2,21.336724137931036
13932,295,1,19.2125
13933,109,2,26.469130434782613
13934,264,1,29.74516129032258
13936,180,1,14.483846153846153
13937,169,1,17.65
13938,35,1,10.237142857142857
13939,23,3,12.634444444444444
13940,17,4,17.12530612244898
13941,22,5,113.62133333333334
13946,79,3,51.05181818181818
13947,65,1,18.119999999999997
13948,361,1,34.0
13949,3,6,15.170750000000002
13950,11,4,21.28742857142857
13951,176,3,17.293589743589745
13952,218,2,23.730445255474454
13953,7,7,175.784
13954,2,2,17.5968
13955,154,2,9.786666666666665
13956,5,5,6.752763157894737
13959,79,3,6.502173913043479
13960,21,2,19.185
13962,22,2,15.413636363636364
13963,308,4,18.986857142857144
13967,146,1,40.35
13969,7,18,14.463162939297126
13971,19,8,18.511812080536913
13972,71,2,12.683333333333334
13973,287,1,24.063636363636363
13974,49,1,14.77107142857143
13975,31,6,7.474201183431953
13976,207,1,35.798
13978,15,2,13.119333333333335
13979,73,1,16.108703703703704
13980,60,1,18.19454545454545
13982,39,4,16.863153153153153
13983,30,12,24.3311214953271
13984,27,5,57.531875
13985,4,15,20.229598853868197
13986,17,1,24.650769230769228
13988,20,6,17.726324786324785
13989,66,2,30.88
13990,213,1,19.45625
13991,12,6,10.190119047619048
13992,30,1,15.36
13993,43,9,28.647603305785125
13994,4,6,14.923483870967742
13995,15,5,16.205697674418605
13999,10,12,18.758701923076924
14000,211,1,42.37733333333333
14001,46,3,52.38666666666667
14002,134,2,11.270851063829788
14004,43,7,26.799064327485382
14005,10,5,34.22285714285714
14006,116,3,32.073
14009,198,2,16.562142857142856
14012,278,1,29.89090909090909
14013,110,3,13.91235294117647
14014,77,1,12.953333333333333
14015,53,1,45.867000000000004
14016,162,4,26.964037267080744
14019,47,3,21.539545454545454
14020,17,2,16.48205128205128
14021,155,3,28.722727272727273
14022,225,1,15.714285714285714
14023,7,2,18.840967741935486
14024,122,2,20.48125
14027,61,1,17.47
14029,63,2,31.177333333333333
14030,18,8,9.712304526748971
14031,7,19,69.14744
14032,2,11,20.80832167832168
14034,22,3,7.323820224719101
14035,29,5,21.636666666666667
14036,285,1,16.49078947368421
14037,176,2,5.257142857142858
14038,78,3,16.960652173913044
14039,33,1,25.366666666666664
14040,41,12,15.38263829787234
14041,266,1,6.733809523809524
14044,27,4,3.1235406698564594
14045,109,4,276.625
14046,284,1,11.070714285714287
14047,9,5,40.894062500000004
14048,305,1,4.822705882352941
14049,17,4,11.642868852459017
14050,32,2,13.821481481481483
14051,1,23,74.33519047619048
14052,20,1,4.024285714285715
14053,124,2,65.0625
14054,65,1,15.409999999999998
14055,106,1,72.56400000000001
14056,1,23,7.427350813743218
14057,24,17,21.894225352112677
14059,267,1,22.95
14060,5,19,30.39811881188119
14062,10,12,94.27792792792793
14064,29,5,16.92175
14066,267,1,21.792857142857144
14067,64,2,7.2057692307692305
14068,320,1,11.077083333333334
14071,4,8,4.440802469135802
14073,32,1,11.618461538461538
14075,5,3,21.913023255813954
14076,129,1,2.662391304347826
14077,41,5,11.89095238095238
14078,102,6,16.144153846153845
14079,125,1,31.258333333333336
14080,33,1,11.399999999999999
14081,302,2,6.10797385620915
14082,365,1,6.2844827586206895
14083,4,9,5.626685082872928
14085,2,18,9.885644444444445
14087,3,1,2.8176811594202897
14088,10,13,85.7246349745331
14089,57,1,11.5
14090,325,1,76.32000000000001
14092,8,14,19.050981308411213
14093,12,1,4.217619047619048
14096,4,17,12.749909998043435
14098,37,1,7.016666666666667
14099,16,11,12.41668
14100,138,1,7.496153846153846
14101,74,6,170.76542857142857
14102,5,5,17.21873417721519
14104,155,2,10.295714285714284
14105,239,1,17.111216216216217
14107,52,7,21.977479674796747
14108,31,2,17.585588235294118
14109,73,1,16.022222222222222
14110,4,12,36.66548387096774
14111,14,4,69.285
14112,23,7,18.2196875
14113,4,4,54.13
14114,274,2,25.768666666666665
14116,20,5,19.204722222222223
14117,144,1,30.0
14121,4,4,17.485220125786164
14124,84,1,83.91600000000001
14125,11,3,16.409760479041914
14126,8,3,47.07533333333334
14127,123,3,16.129772727272726
14128,61,2,13.858695652173912
14129,2,5,21.61269230769231
14130,319,1,7.221791044776119
14132,2,11,17.930149999999998
14133,130,3,21.63
14135,2,15,35.00231343283583
14138,2,2,20.901702127659576
14139,46,1,15.993076923076924
14140,4,2,14.167424242424241
14141,3,4,22.87825
14142,373,1,14.173181818181819
14143,134,1,16.54285714285714
14145,47,4,340.2
14146,9,5,19.957142857142856
14147,78,2,96.67999999999999
14148,234,1,52.4
14149,221,1,15.950714285714286
14150,36,2,25.33230769230769
14152,75,2,12.67938775510204
14154,239,2,25.87730769230769
14155,266,1,19.791666666666668
14156,10,55,83.84259285714286
14157,20,2,9.018333333333333
14158,40,1,12.381951219512196
14159,20,11,3.8978488372093025
14161,216,3,10.282592592592593
14162,174,2,11.5744
14163,87,4,47.036730769230765
14164,71,2,56.26793103448276
14165,276,1,4.901599999999999
14167,39,4,11.054615384615385
14171,98,1,6.272241379310345
14173,11,4,15.546206896551723
14174,33,1,5.171538461538462
14175,60,3,21.626174496644296
14176,297,4,18.609677419354842
14177,86,4,13.319285714285714
14178,9,7,4.9569724770642205
14179,41,2,4.36230303030303
14180,11,25,19.785500000000003
14184,67,1,18.870416666666667
14185,331,1,65.88333333333334
14188,31,6,31.605538461538462
14189,2,15,17.56256603773585
14191,2,13,18.08787644787645
14193,68,2,20.318809523809524
14194,5,21,19.601934369602763
14195,202,2,144.57142857142858
14196,107,1,55.919999999999995
14198,18,4,17.984615384615385
14199,218,1,92.69999999999999
14201,60,7,20.20108108108108
14204,2,1,3.659772727272727
14205,17,2,19.445833333333333
14206,239,1,16.407999999999998
14208,95,1,15.174000000000001
14209,11,6,23.83252873563218
14210,106,6,18.684705882352944
14211,53,9,20.009821428571428
14212,90,1,118.94222222222223
14214,31,5,14.990746268656716
14215,12,6,16.57148148148148
14216,3,4,31.17457627118644
14217,2,17,20.0498
14218,43,1,14.123333333333335
14219,4,1,12.848571428571429
14220,247,2,30.114285714285714
14221,42,9,17.78652849740933
14222,177,1,16.662682926829266
14223,92,3,16.518833333333333
14224,110,4,8.899322033898304
14226,29,5,33.31626865671642
14227,26,10,19.148342857142858
14229,52,3,38.68
14231,184,3,18.514200000000002
14232,43,5,17.80930434782609
14233,49,4,41.792
14234,22,4,4.877106918238994
14235,75,5,39.80835443037975
14236,81,2,32.724000000000004
14237,373,1,17.88888888888889
14238,326,1,18.35625
14239,43,11,21.257589285714285
14240,30,2,21.19857142857143
14241,184,1,21.37
14242,235,2,17.534375
14243,9,10,18.360070921985816
14245,220,2,15.680092592592594
14246,111,3,19.654133333333334
14247,278,1,6.838499999999999
14248,318,1,37.8225
14250,7,3,17.153603603603603
14251,2,5,36.91923076923077
14256,260,2,18.284150943396227
14257,64,5,29.242641509433966
14258,9,9,114.14396396396396
14259,142,1,24.0
14261,51,2,22.37403846153846
14262,8,8,18.3093006993007
14264,155,2,19.64529411764706
14265,109,2,17.10258064516129
14267,163,3,27.568
14270,332,1,16.98793103448276
14271,226,1,11.232
14272,74,2,13.271515151515151
14273,51,4,19.309310344827587
14276,99,3,17.4959375
14277,15,3,18.738666666666667
14280,197,1,16.755
14282,3,15,23.906025641025643
14284,31,2,18.6015625
14285,21,4,70.74111111111111
14286,24,3,16.53125
14287,8,3,19.625555555555554
14288,213,1,26.6625
14289,9,6,19.388510638297873
14290,11,5,22.917326732673267
14291,2,11,16.385021097046412
14292,8,9,48.719300000000004
14293,3,4,17.15672131147541
14295,40,1,33.24
14297,18,4,21.053709677419352
14298,8,44,31.476664630421503
14299,8,9,27.73160839160839
14300,19,1,14.4
14301,117,1,49.24153846153846
14304,223,1,22.555882352941175
14305,71,3,17.70438095238095
14306,51,2,63.4339393939394
14307,89,6,16.642888888888887
14309,8,9,20.10709401709402
14311,243,1,15.513
14312,47,6,18.524022988505745
14314,107,1,15.0
14315,45,6,24.565643564356435
14317,65,1,21.190833333333334
14320,207,2,15.412580645161292
14321,11,5,12.445121951219512
14323,115,2,16.807222222222222
14326,242,1,22.98125
14327,163,1,25.97083333333333
14329,17,7,19.362316602316604
14331,124,2,16.523571428571426
14332,23,3,33.31961538461538
14333,68,1,27.68
14334,17,8,15.754382716049383
14335,16,2,7.432698412698413
14336,17,4,17.943444444444445
14338,161,2,18.97483870967742
14339,243,1,22.108571428571427
14340,219,1,22.45
14341,45,8,16.916899224806205
14342,21,4,31.836190476190477
14344,127,8,12.534225352112676
14345,39,1,18.16333333333333
14346,121,2,17.026333333333334
14348,260,1,22.753888888888888
14349,10,1,4.306451612903226
14350,274,1,15.718333333333334
14351,165,1,51.0
14352,157,4,22.95659574468085
14353,215,1,15.1
14354,6,2,18.18
14355,366,1,15.854545454545455
14356,80,2,21.24939393939394
14357,43,1,5.506585365853659
14359,19,3,16.58509090909091
14360,32,4,18.035847457627117
14362,22,1,3.9317073170731707
14364,109,8,53.87463768115942
14367,8,16,17.67465648854962
14368,320,1,19.375
14371,295,1,25.125
14373,358,1,19.1375
14375,185,1,3.4357333333333333
14377,191,2,56.095454545454544
14379,44,2,7.567391304347827
14381,52,1,3.619285714285714
14382,26,1,4.7791603053435106
14383,38,3,21.14728813559322
14385,9,3,14.436428571428573
14386,297,1,20.342857142857145
14387,33,3,12.646857142857142
14388,10,8,17.273333333333333
14389,65,2,23.188000000000002
14390,10,9,16.268601398601398
14393,218,1,13.59
14395,2,9,10.02202857142857
14396,65,2,6.684794520547945
14397,3,19,30.034022988505747
14400,149,1,22.988000000000003
14401,4,13,22.26087912087912
14403,130,4,73.7905
14404,34,6,14.31378640776699
14406,119,1,19.59375
14407,107,6,29.557945205479452
14408,11,7,24.360093457943925
14409,71,6,38.137962962962966
14410,92,9,5.725751295336787
14411,311,1,75.92857142857143
14412,43,2,17.90767441860465
14413,362,1,5.334782608695653
14414,92,7,15.432783505154639
14415,1,13,10.000474576271186
14416,22,2,35.01571428571429
14418,4,3,15.622983870967742
14419,11,6,5.13621359223301
14420,99,1,13.362758620689654
14421,57,2,30.115185185185187
14422,1,6,19.205585585585588
14423,218,1,88.39999999999999
14424,18,1,322.08
14426,24,10,20.007455357142856
14427,50,2,21.37294117647059
14428,7,5,8.644652777777777
14431,303,1,27.668235294117647
14432,10,6,5.904476439790576
14434,22,6,114.39999999999999
14436,99,1,9.895555555555555
14437,366,1,12.6
14438,306,1,14.655555555555557
14439,320,1,83.16375
14440,8,5,42.8669090909091
14441,1,4,33.58607843137255
14442,205,2,25.235238095238095
14443,54,4,15.270967741935484
14446,1,4,3.548054607508532
14447,19,5,16.617571428571427
14448,9,2,18.767500000000002
14449,19,4,3.5158914728682173
14450,181,3,12.08125
14451,60,2,6.078807339449542
14452,11,2,4.26516129032258
14453,190,1,5.451363636363637
14456,5,9,3.1571134020618556
14457,311,1,28.41
14459,155,1,49.67351351351351
14460,110,3,27.14625
14461,148,3,11.683666666666666
14462,66,11,8.350083333333334
14463,98,3,88.27
14465,247,3,8.14323076923077
14466,29,7,31.561111111111114
14467,18,4,6.652888888888889
14470,12,2,10.725348837209303
14472,104,8,6.892669039145908
14473,74,2,33.47714285714286
14474,46,1,18.884827586206896
14475,72,3,22.04404761904762
14476,257,1,11.352631578947367
14477,20,4,130.95999999999998
14479,254,2,17.569444444444443
14480,11,1,21.465384615384615
14481,165,2,21.217
14482,18,6,14.362152777777778
14483,282,1,15.233333333333333
14484,50,1,22.994285714285716
14485,39,1,3.526595744680851
14487,27,6,8.307847222222222
14488,68,1,23.136521739130433
14489,207,1,15.446
14491,175,2,20.05470588235294
14493,7,5,19.860333333333337
14494,26,1,19.937142857142856
14495,51,2,20.633333333333333
14496,312,2,28.35842105263158
14497,309,1,16.392068965517243
14498,43,5,10.141554404145078
14499,26,3,4.2026804123711345
14500,88,3,50.978571428571435
14501,184,2,25.121000000000002
14502,20,11,3.9594070512820516
14503,3,6,21.605243902439025
14504,47,4,6.2921495327102805
14505,17,8,7.391289111389237
14506,17,5,6.367626582278481
14507,24,6,14.408125
14508,22,2,4.849473684210526
14511,11,5,19.33544117647059
14512,188,2,11.968695652173912
14513,101,3,37.965833333333336
14514,61,3,14.456849315068492
14515,18,6,20.812772277227726
14517,33,2,18.358333333333334
14518,64,1,10.898125
14520,2,2,67.65
14522,24,4,57.32588235294117
14523,108,1,20.090833333333332
14524,32,9,9.20039408866995
14525,20,9,14.887285223367696
14527,3,55,8.753930041152262
14528,37,1,20.234444444444442
14529,60,3,2.707598253275109
14530,26,6,13.54587962962963
14532,236,4,14.57578125
14533,25,7,31.44709677419355
14534,3,18,8.56849710982659
14535,60,3,8.679363636363636
14536,260,1,9.042105263157895
14537,58,1,35.556
14538,65,2,20.43421052631579
14539,16,2,16.79625
14540,10,3,13.108684210526315
14541,59,8,13.168018018018019
14542,186,1,20.65
14543,29,16,50.42125
14544,24,2,17.758333333333333
14546,5,5,6.4613784461152886
14547,4,8,10.949562841530055
14548,151,2,163.2
14549,311,1,5.165
14550,11,2,15.950416666666667
14551,18,2,18.622999999999998
14552,152,1,2.8460344827586206
14553,19,5,7.604159292035398
14554,10,4,11.023333333333333
14555,57,2,15.435238095238095
14557,85,1,49.27375
14560,7,22,30.240135135135134
14561,76,3,15.6631884057971
14562,4,18,11.997092198581562
14565,96,4,24.40251968503937
14566,111,1,358.0
14567,57,2,46.374545454545455
14569,1,1,18.949166666666667
14570,281,2,7.519310344827586
14572,3,7,10.492
14573,180,9,7.035829787234043
14576,372,1,35.400000000000006
14577,13,4,6.989512195121952
14578,3,1,7.02625
14581,17,1,8.152941176470588
14582,41,1,19.018333333333334
14583,6,5,3.1895454545454545
14584,169,4,10.4226
14585,50,1,5.415517241379311
14586,277,1,12.49263157894737
14587,19,9,4.180522193211488
14589,372,1,13.25
14591,15,4,7.345888324873097
14592,35,3,3.4784146341463416
14593,22,3,4.065723684210527
14594,7,2,7.166603773584906
14595,20,6,17.06470588235294
14597,11,2,16.05727272727273
14598,44,1,4.4394
14600,306,1,15.733200000000002
14601,11,1,30.565714285714286
14603,275,1,330.0
14606,1,93,4.502462962962963
14607,16,14,192.66860465116278
14608,4,4,89.25750000000001
14609,72,4,150.39
14616,243,3,135.36
14618,9,3,34.59
14619,246,1,19.722
14620,206,2,15.876153846153848
14621,1,5,19.438695652173916
14622,185,1,15.265714285714287
14623,32,5,6.6361940298507465
14624,57,2,17.373076923076923
14625,196,2,16.974150943396225
14626,24,4,22.87926229508197
14628,91,2,27.998333333333335
14629,4,2,6.309276315789473
14631,51,3,24.56048780487805
14632,263,1,14.32
14633,266,1,17.245
14636,36,2,21.780357142857145
14638,51,1,27.725
14639,52,6,17.351686046511627
14640,24,6,20.047924528301888
14641,22,1,15.78
14642,59,1,48.06
14643,170,2,22.380967741935486
14644,68,2,31.95230769230769
14645,157,2,19.903000000000002
14646,2,73,134.97399807321773
14647,201,1,8.107333333333333
14649,5,4,7.122060301507537
14651,67,2,6.41764705882353
14652,77,1,3.937241379310345
14653,1,7,8.217510548523206
14655,8,4,39.43326530612245
14656,169,2,3.638125
14657,18,4,6.7319047619047625
14658,5,2,8.522413793103448
14659,9,9,9.999723320158102
14660,87,2,9.524666666666667
14661,27,1,26.9875
14662,29,4,4.590297619047619
14664,20,2,6.443333333333333
14665,61,5,20.39666666666667
14666,24,1,13.946428571428571
14667,11,25,16.127748691099477
14669,242,3,7.470529411764706
14670,280,2,3.1176515151515147
14672,235,2,12.549999999999999
14673,3,5,23.464864864864865
14675,16,1,5.928921568627451
14676,31,6,60.672380952380955
14680,25,16,111.45003875968993
14681,71,3,71.27857142857142
14682,188,2,26.0
14684,26,5,2.9365320665083137
14687,107,1,41.892
14688,8,21,17.219785932721713
14689,209,1,8.676923076923076
14690,44,2,7.434
14691,31,5,29.779295774647885
14692,137,4,8.699264705882353
14693,265,1,21.6125
14696,4,7,15.991923076923076
14697,218,2,8.573181818181817
14698,2,5,5.9559999999999995
14699,214,1,13.641250000000001
14700,32,3,19.437391304347827
14701,11,9,7.610059701492537
14702,1,17,9.487435158501441
14703,15,1,14.462272727272728
14704,11,9,3.7274939759036148
14705,199,1,179.0
14708,3,3,40.2275
14709,15,13,25.10734693877551
14710,14,4,4.360647482014389
14711,10,11,8.035854341736695
14712,29,3,36.6828
14713,9,11,7.865368731563422
14714,24,1,16.019
14715,25,4,12.21661971830986
14716,43,2,5.9941818181818185
14719,2,5,6.7600421940928275
14720,6,3,17.94081081081081
14722,147,1,6.48
14723,10,6,4.1665467625899275
14725,25,1,13.80923076923077
14727,274,1,26.857999999999997
14729,374,1,4.415352112676056
14730,1,8,4.0021157684630735
14731,47,3,8.444888888888888
14732,8,8,18.384285714285717
14733,16,12,47.455
14735,4,32,31.26644329896907
14737,4,3,68.50294117647059
14738,43,7,24.34166666666667
14739,4,7,65.038
14740,197,3,16.272022471910113
14741,12,6,23.73457627118644
14744,16,7,42.30692307692308
14745,113,5,17.684927536231886
14747,249,1,18.233333333333334
14748,29,5,15.907303370786517
14752,44,1,77.928
14753,87,1,18.771666666666665
14754,45,2,15.562195121951218
14755,10,11,21.320340425531914
14756,15,1,19.446315789473687
14757,75,1,22.13157894736842
14758,145,4,20.90225352112676
14759,5,3,15.940882352941177
14760,297,1,17.84
14761,59,2,23.263636363636365
14762,264,1,14.310476190476189
14764,47,1,46.38333333333333
14765,29,3,6.515641025641026
14766,8,6,18.321259259259257
14768,17,2,38.52
14769,3,8,9.79334862385321
14770,232,2,16.854230769230767
14772,112,1,15.473333333333333
14775,58,3,16.865
14776,51,11,21.694871794871798
14778,127,2,20.881714285714285
14779,281,3,9.418292682926829
14780,55,2,16.58074074074074
14782,320,1,33.35
14784,26,2,19.332666666666668
14785,10,2,25.8
14788,7,2,22.648
14789,29,1,32.94
14790,17,4,16.19695652173913
14792,64,1,3.1
14793,21,1,16.356428571428573
14794,3,7,16.498875
14795,166,1,21.908333333333335
14796,1,17,7.031104294478528
14798,53,3,14.478333333333333
14799,51,1,12.13076923076923
14800,48,12,11.272051948051947
14801,61,1,3.273559322033898
14803,162,3,19.217045454545453
14804,9,1,29.439166666666665
14805,15,4,11.801063829787234
14806,75,1,17.580909090909092
14808,40,8,11.664553191489363
14810,41,11,8.187764705882353
14813,370,2,5.181
14815,37,2,14.68867924528302
14816,197,1,67.9625
14817,200,2,17.624444444444443
14818,74,3,13.704166666666666
14819,64,2,20.928461538461537
14820,21,4,17.492758620689656
14821,367,1,24.400000000000002
14823,180,3,4.591857142857143
14824,10,4,38.88655172413793
14825,4,12,18.404214876033056
14828,197,3,125.86823529411765
14829,29,4,16.60833333333333
14830,53,1,4.92825
14834,18,6,25.676119402985073
14836,10,3,17.075
14837,90,4,15.273148148148149
14840,268,1,15.7125
14841,53,6,23.88231884057971
14842,44,4,19.480620689655172
14844,64,4,24.537
14847,149,1,23.799999999999997
14849,22,25,20.439536082474227
14850,312,1,15.511904761904763
14851,23,2,18.2625
14852,58,6,19.83699300699301
14853,24,2,52.86666666666667
14854,78,7,21.730944881889762
14855,119,2,32.2825
14856,36,3,19.869393939393937
14857,60,2,19.552
14859,13,4,23.340344827586208
14860,19,1,15.483636363636363
14861,52,1,20.965
14862,26,2,17.525
14863,29,1,24.25090909090909
14865,7,2,13.05
14866,11,12,145.35252525252525
14867,186,3,19.73
14868,3,8,20.511041666666667
14869,9,2,10.221126760563381
14870,262,1,25.173076923076923
14871,3,4,5.330408163265306
14873,210,1,18.56
14875,108,2,31.17702127659575
14878,13,9,11.980161290322581
14880,77,3,15.025319148936171
14881,20,1,15.023529411764706
14882,27,2,53.60909090909092
14883,19,6,14.369622641509434
14885,132,1,51.02133333333333
14886,253,1,20.266666666666666
14887,79,1,310.3333333333333
14888,207,1,18.46
14889,336,1,13.59
14890,254,1,17.95
14891,148,2,16.79939393939394
14893,10,2,16.956849315068496
14894,85,1,28.51086956521739
14895,8,20,22.366887550200804
14896,205,2,10.901627906976746
14897,8,4,24.84327272727273
14898,23,6,11.237241379310344
14901,11,9,14.805104166666666
14902,26,1,16.633000000000003
14903,21,5,7.917267605633803
14904,2,2,14.86144927536232
14905,158,2,36.24411764705882
14907,3,7,21.21878787878788
14908,74,1,30.866666666666667
14910,3,4,14.478333333333333
14911,1,201,25.343622907488985
14912,17,2,32.14259259259259
14913,36,4,14.108390804597702
14915,91,2,25.623333333333335
14916,71,4,16.48025974025974
14918,116,2,35.781111111111116
14920,213,2,17.153859649122808
14921,30,2,16.872692307692308
14923,51,1,17.025000000000002
14924,246,1,31.005000000000003
14929,32,1,20.35272727272727
14930,109,3,18.53796875
14931,5,5,30.675121951219513
14932,366,1,21.384117647058822
14934,82,2,21.734942528735633
14935,297,1,178.471
14936,34,8,22.35445054945055
14937,57,3,47.70235294117647
14944,30,12,34.707352941176474
14946,14,1,33.63333333333333
14947,72,2,20.77285714285714
14948,23,6,17.491587301587302
14950,19,1,19.53684210526316
14951,79,1,15.5845
14952,60,11,58.69195652173913
14953,25,1,5.269454545454545
14954,12,1,3.9549411764705886
14957,253,1,4.8741666666666665
14958,147,3,11.897142857142857
14959,64,4,11.786779661016949
14960,8,2,8.195185185185185
14961,11,9,22.579102564102566
14962,271,1,25.34
14963,10,5,7.514141414141414
14964,247,1,15.862307692307693
14965,96,2,7.216867469879518
14966,15,1,5.034736842105263
14967,50,1,77.3
14968,30,1,3.988918918918919
14970,68,4,46.825294117647054
14971,35,3,6.9785625
14972,128,1,6.376111111111111
14973,107,3,41.0765625
14974,37,1,5.4471428571428575
14975,57,1,25.44909090909091
14976,57,7,10.984166666666667
14978,72,5,8.941759259259259
14981,246,1,12.765
14984,19,2,5.201707317073171
14985,198,2,3.410919540229885
14987,16,2,81.6
14988,212,1,8.3635
14995,39,2,3.82344262295082
14997,46,3,21.007692307692306
14998,170,2,5.7316
15000,48,1,6.37038961038961
15002,116,4,14.276173913043479
15004,147,1,7.888101265822784
15005,16,28,5.6448346738159065
15006,51,1,3.486736111111111
15007,159,1,13.075833333333334
15009,12,3,6.932857142857142
15010,36,1,15.447
15012,54,2,3.305
